timestamp,tempC,humPct,moistPct,lux,heater_fan_on,fan_on,water_pump_on,humidifiers_on,grow_lights_on
2025-01-04T02:00:00,9.9,82.0,38.0,0.0,1,0,0,0,1
2025-01-04T03:00:00,7.8,84.0,38.0,0.0,1,0,0,0,1
2025-01-04T04:00:00,8.3,77.0,38.0,0.0,1,0,0,0,1
2025-01-04T05:00:00,8.4,77.0,38.0,0.0,1,0,0,0,1
2025-01-04T06:00:00,5.6,59.0,38.0,78.0,1,0,0,0,1
2025-01-04T07:00:00,9.8,65.0,37.0,255.0,1,0,0,0,0
2025-01-04T08:00:00,10.5,60.0,37.0,526.0,1,0,0,0,0
2025-01-04T09:00:00,12.5,58.0,36.0,570.0,1,0,0,0,0
2025-01-04T10:00:00,16.2,60.0,36.0,754.0,1,0,0,0,0
2025-01-04T11:00:00,16.3,63.0,35.0,982.0,1,0,0,0,0
2025-01-04T12:00:00,17.3,56.0,90.0,984.0,1,0,1,0,0
2025-01-04T13:00:00,19.0,56.0,90.0,909.0,0,0,0,0,0
2025-01-04T14:00:00,20.2,64.0,89.0,946.0,0,0,0,0,0
2025-01-04T15:00:00,20.9,55.0,88.0,815.0,0,0,0,0,0
2025-01-04T16:00:00,18.4,65.0,88.0,703.0,0,0,0,0,0
2025-01-04T17:00:00,18.9,60.0,88.0,372.0,0,0,0,0,0
2025-01-04T18:00:00,15.1,59.0,87.0,258.0,1,0,0,0,0
2025-01-04T19:00:00,13.9,59.0,87.0,-60.0,1,0,0,0,1
2025-01-04T20:00:00,12.8,77.0,87.0,0.0,1,0,0,0,1
2025-01-04T21:00:00,13.6,81.0,87.0,0.0,1,0,0,0,1
2025-01-04T22:00:00,12.9,78.0,87.0,0.0,1,0,0,0,1
2025-01-04T23:00:00,11.0,75.0,87.0,0.0,1,0,0,0,1
2025-01-05T00:00:00,10.8,81.0,86.0,0.0,1,0,0,0,1
2025-01-05T01:00:00,10.8,78.0,86.0,0.0,1,0,0,0,1
2025-01-05T02:00:00,9.7,76.0,86.0,0.0,1,0,0,0,1
2025-01-05T03:00:00,8.3,77.0,86.0,0.0,1,0,0,0,1
2025-01-05T04:00:00,5.4,76.0,86.0,0.0,1,0,0,0,1
2025-01-05T05:00:00,6.8,81.0,86.0,0.0,1,0,0,0,1
2025-01-05T06:00:00,5.5,63.0,86.0,-96.0,1,0,0,0,1
2025-01-05T07:00:00,7.2,57.0,85.0,241.0,1,0,0,0,0
2025-01-05T08:00:00,10.5,58.0,85.0,464.0,1,0,0,0,0
2025-01-05T09:00:00,14.5,62.0,84.0,609.0,1,0,0,0,0
2025-01-05T10:00:00,13.3,58.0,84.0,772.0,1,0,0,0,0
2025-01-05T11:00:00,15.9,64.0,83.0,869.0,1,0,0,0,0
2025-01-05T12:00:00,16.1,61.0,83.0,973.0,1,0,0,0,0
2025-01-05T13:00:00,19.7,58.0,82.0,1023.0,0,0,0,0,0
2025-01-05T14:00:00,17.5,62.0,82.0,923.0,1,0,0,0,0
2025-01-05T15:00:00,18.1,60.0,81.0,874.0,0,0,0,0,0
2025-01-05T16:00:00,19.8,59.0,81.0,716.0,0,0,0,0,0
2025-01-05T17:00:00,18.1,64.0,80.0,506.0,0,0,0,0,0
2025-01-05T18:00:00,17.5,63.0,80.0,274.0,1,0,0,0,0
2025-01-05T19:00:00,14.6,57.0,80.0,33.0,1,0,0,0,1
2025-01-05T20:00:00,15.9,77.0,80.0,0.0,1,0,0,0,1
2025-01-05T21:00:00,13.2,84.0,80.0,0.0,1,0,0,0,1
2025-01-05T22:00:00,14.0,79.0,79.0,0.0,1,0,0,0,1
2025-01-05T23:00:00,11.0,81.0,79.0,0.0,1,0,0,0,1
2025-01-06T00:00:00,9.3,79.0,79.0,0.0,1,0,0,0,1
2025-01-06T01:00:00,7.3,78.0,79.0,0.0,1,0,0,0,1
2025-01-06T02:00:00,6.7,75.0,79.0,0.0,1,0,0,0,1
2025-01-06T03:00:00,6.0,84.0,79.0,0.0,1,0,0,0,1
2025-01-06T04:00:00,7.7,78.0,79.0,0.0,1,0,0,0,1
2025-01-06T05:00:00,6.1,82.0,79.0,0.0,1,0,0,0,1
2025-01-06T06:00:00,6.8,62.0,79.0,-16.0,1,0,0,0,1
2025-01-06T07:00:00,8.3,56.0,78.0,160.0,1,0,0,0,1
2025-01-06T08:00:00,12.2,59.0,78.0,562.0,1,0,0,0,0
2025-01-06T09:00:00,11.4,58.0,77.0,664.0,1,0,0,0,0
2025-01-06T10:00:00,15.4,56.0,77.0,793.0,1,0,0,0,0
2025-01-06T11:00:00,14.8,58.0,76.0,984.0,1,0,0,0,0
2025-01-06T12:00:00,16.1,59.0,76.0,1067.0,1,0,0,0,0
2025-01-06T13:00:00,18.2,58.0,75.0,923.0,0,0,0,0,0
2025-01-06T14:00:00,21.3,57.0,75.0,986.0,0,0,0,0,0
2025-01-06T15:00:00,19.4,59.0,74.0,756.0,0,0,0,0,0
2025-01-06T16:00:00,17.5,56.0,74.0,593.0,1,0,0,0,0
2025-01-06T17:00:00,20.0,62.0,73.0,425.0,0,0,0,0,0
2025-01-06T18:00:00,15.3,57.0,73.0,201.0,1,0,0,0,0
2025-01-06T19:00:00,15.6,60.0,73.0,-89.0,1,0,0,0,1
2025-01-06T20:00:00,13.2,81.0,72.0,0.0,1,0,0,0,1
2025-01-06T21:00:00,12.7,80.0,72.0,0.0,1,0,0,0,1
2025-01-06T22:00:00,13.0,80.0,72.0,0.0,1,0,0,0,1
2025-01-06T23:00:00,11.3,84.0,72.0,0.0,1,0,0,0,1
2025-01-07T00:00:00,9.5,82.0,72.0,0.0,1,0,0,0,1
2025-01-07T01:00:00,10.7,78.0,72.0,0.0,1,0,0,0,1
2025-01-07T02:00:00,9.9,85.0,72.0,0.0,1,0,0,0,1
2025-01-07T03:00:00,9.2,83.0,72.0,0.0,1,0,0,0,1
2025-01-07T04:00:00,8.1,76.0,72.0,0.0,1,0,0,0,1
2025-01-07T05:00:00,5.3,78.0,72.0,0.0,1,0,0,0,1
2025-01-07T06:00:00,7.9,58.0,71.0,47.0,1,0,0,0,1
2025-01-07T07:00:00,8.7,58.0,71.0,243.0,1,0,0,0,0
2025-01-07T08:00:00,9.6,63.0,70.0,456.0,1,0,0,0,0
2025-01-07T09:00:00,12.8,62.0,70.0,593.0,1,0,0,0,0
2025-01-07T10:00:00,13.8,56.0,69.0,887.0,1,0,0,0,0
2025-01-07T11:00:00,16.4,60.0,69.0,898.0,1,0,0,0,0
2025-01-07T12:00:00,17.4,63.0,68.0,943.0,1,0,0,0,0
2025-01-07T13:00:00,17.3,62.0,68.0,968.0,1,0,0,0,0
2025-01-07T14:00:00,20.7,59.0,67.0,934.0,0,0,0,0,0
2025-01-07T15:00:00,19.1,60.0,67.0,895.0,0,0,0,0,0
2025-01-07T16:00:00,17.2,61.0,66.0,681.0,1,0,0,0,0
2025-01-07T17:00:00,19.6,60.0,66.0,515.0,0,0,0,0,0
2025-01-07T18:00:00,15.6,57.0,65.0,246.0,1,0,0,0,0
2025-01-07T19:00:00,17.0,63.0,65.0,45.0,1,0,0,0,1
2025-01-07T20:00:00,12.9,80.0,65.0,0.0,1,0,0,0,1
2025-01-07T21:00:00,12.2,76.0,65.0,0.0,1,0,0,0,1
2025-01-07T22:00:00,14.4,80.0,65.0,0.0,1,0,0,0,1
2025-01-07T23:00:00,11.2,76.0,65.0,0.0,1,0,0,0,1
2025-01-08T00:00:00,9.4,81.0,65.0,0.0,1,0,0,0,1
2025-01-08T01:00:00,7.5,79.0,65.0,0.0,1,0,0,0,1
2025-01-08T02:00:00,8.6,80.0,65.0,0.0,1,0,0,0,1
2025-01-08T03:00:00,7.1,75.0,65.0,0.0,1,0,0,0,1
2025-01-08T04:00:00,6.9,77.0,64.0,0.0,1,0,0,0,1
2025-01-08T05:00:00,7.5,81.0,64.0,0.0,1,0,0,0,1
2025-01-08T06:00:00,7.0,58.0,64.0,43.0,1,0,0,0,1
2025-01-08T07:00:00,10.1,64.0,64.0,287.0,1,0,0,0,0
2025-01-08T08:00:00,10.3,65.0,63.0,516.0,1,0,0,0,0
2025-01-08T09:00:00,12.7,64.0,63.0,578.0,1,0,0,0,0
2025-01-08T10:00:00,13.0,65.0,62.0,797.0,1,0,0,0,0
2025-01-08T11:00:00,15.7,62.0,62.0,881.0,1,0,0,0,0
2025-01-08T12:00:00,19.5,57.0,61.0,982.0,0,0,0,0,0
2025-01-08T13:00:00,17.8,59.0,61.0,1006.0,1,0,0,0,0
2025-01-08T14:00:00,19.1,64.0,60.0,1004.0,0,0,0,0,0
2025-01-08T15:00:00,19.4,59.0,60.0,921.0,0,0,0,0,0
2025-01-08T16:00:00,19.1,59.0,59.0,637.0,0,0,0,0,0
2025-01-08T17:00:00,18.7,61.0,59.0,415.0,0,0,0,0,0
2025-01-08T18:00:00,18.2,65.0,58.0,141.0,0,0,0,0,1
2025-01-08T19:00:00,14.9,65.0,58.0,-37.0,1,0,0,0,1
2025-01-08T20:00:00,14.1,75.0,58.0,0.0,1,0,0,0,1
2025-01-08T21:00:00,12.1,85.0,58.0,0.0,1,0,0,0,1
2025-01-08T22:00:00,12.8,84.0,58.0,0.0,1,0,0,0,1
2025-01-08T23:00:00,13.2,83.0,58.0,0.0,1,0,0,0,1
2025-01-09T00:00:00,12.0,78.0,58.0,0.0,1,0,0,0,1
2025-01-09T01:00:00,10.9,80.0,58.0,0.0,1,0,0,0,1
2025-01-09T02:00:00,9.5,83.0,57.0,0.0,1,0,0,0,1
2025-01-09T03:00:00,7.8,76.0,57.0,0.0,1,0,0,0,1
2025-01-09T04:00:00,8.1,76.0,57.0,0.0,1,0,0,0,1
2025-01-09T05:00:00,5.6,78.0,57.0,0.0,1,0,0,0,1
2025-01-09T06:00:00,7.6,64.0,57.0,18.0,1,0,0,0,1
2025-01-09T07:00:00,9.3,58.0,57.0,152.0,1,0,0,0,1
2025-01-09T08:00:00,10.5,58.0,56.0,454.0,1,0,0,0,0
2025-01-09T09:00:00,11.4,64.0,56.0,727.0,1,0,0,0,0
2025-01-09T10:00:00,14.3,60.0,55.0,892.0,1,0,0,0,0
2025-01-09T11:00:00,14.2,58.0,55.0,916.0,1,0,0,0,0
2025-01-09T12:00:00,16.8,64.0,54.0,1072.0,1,0,0,0,0
2025-01-09T13:00:00,18.7,58.0,54.0,1078.0,0,0,0,0,0
2025-01-09T14:00:00,18.6,64.0,53.0,909.0,0,0,0,0,0
2025-01-09T15:00:00,18.9,61.0,53.0,851.0,0,0,0,0,0
2025-01-09T16:00:00,19.3,59.0,52.0,647.0,0,0,0,0,0
2025-01-09T17:00:00,16.3,62.0,52.0,401.0,1,0,0,0,0
2025-01-09T18:00:00,17.0,61.0,51.0,144.0,1,0,0,0,1
2025-01-09T19:00:00,16.2,64.0,51.0,63.0,1,0,0,0,1
2025-01-09T20:00:00,16.3,80.0,51.0,0.0,1,0,0,0,1
2025-01-09T21:00:00,12.4,76.0,51.0,0.0,1,0,0,0,1
2025-01-09T22:00:00,12.5,78.0,51.0,0.0,1,0,0,0,1
2025-01-09T23:00:00,11.4,75.0,51.0,0.0,1,0,0,0,1
2025-01-10T00:00:00,10.9,77.0,50.0,0.0,1,0,0,0,1
2025-01-10T01:00:00,8.9,76.0,50.0,0.0,1,0,0,0,1
2025-01-10T02:00:00,9.1,82.0,50.0,0.0,1,0,0,0,1
2025-01-10T03:00:00,8.1,84.0,50.0,0.0,1,0,0,0,1
2025-01-10T04:00:00,9.1,82.0,50.0,0.0,1,0,0,0,1
2025-01-10T05:00:00,6.3,75.0,50.0,0.0,1,0,0,0,1
2025-01-10T06:00:00,7.4,56.0,50.0,56.0,1,0,0,0,1
2025-01-10T07:00:00,8.7,57.0,49.0,149.0,1,0,0,0,1
2025-01-10T08:00:00,10.2,59.0,49.0,486.0,1,0,0,0,0
2025-01-10T09:00:00,13.7,57.0,48.0,678.0,1,0,0,0,0
2025-01-10T10:00:00,15.2,63.0,48.0,908.0,1,0,0,0,0
2025-01-10T11:00:00,18.0,65.0,47.0,1016.0,0,0,0,0,0
2025-01-10T12:00:00,17.8,64.0,47.0,1002.0,1,0,0,0,0
2025-01-10T13:00:00,17.8,60.0,46.0,958.0,1,0,0,0,0
2025-01-10T14:00:00,18.1,64.0,46.0,840.0,0,0,0,0,0
2025-01-10T15:00:00,20.5,61.0,45.0,800.0,0,0,0,0,0
2025-01-10T16:00:00,20.3,60.0,45.0,607.0,0,0,0,0,0
2025-01-10T17:00:00,17.9,64.0,44.0,388.0,1,0,0,0,0
2025-01-10T18:00:00,16.7,57.0,44.0,338.0,1,0,0,0,0
2025-01-10T19:00:00,16.8,59.0,44.0,-18.0,1,0,0,0,1
2025-01-10T20:00:00,14.4,77.0,44.0,0.0,1,0,0,0,1
2025-01-10T21:00:00,15.2,76.0,44.0,0.0,1,0,0,0,1
2025-01-10T22:00:00,14.6,80.0,43.0,0.0,1,0,0,0,1
2025-01-10T23:00:00,9.8,83.0,43.0,0.0,1,0,0,0,1
2025-01-11T00:00:00,8.6,83.0,43.0,0.0,1,0,0,0,1
2025-01-11T01:00:00,8.7,81.0,43.0,0.0,1,0,0,0,1
2025-01-11T02:00:00,9.7,78.0,43.0,0.0,1,0,0,0,1
2025-01-11T03:00:00,8.3,83.0,43.0,0.0,1,0,0,0,1
2025-01-11T04:00:00,8.4,79.0,43.0,0.0,1,0,0,0,1
2025-01-11T05:00:00,6.8,82.0,43.0,0.0,1,0,0,0,1
2025-01-11T06:00:00,6.9,60.0,43.0,98.0,1,0,0,0,1
2025-01-11T07:00:00,7.7,61.0,42.0,163.0,1,0,0,0,1
2025-01-11T08:00:00,12.3,58.0,42.0,401.0,1,0,0,0,0
2025-01-11T09:00:00,14.0,56.0,41.0,706.0,1,0,0,0,0
2025-01-11T10:00:00,15.1,63.0,41.0,868.0,1,0,0,0,0
2025-01-11T11:00:00,15.1,63.0,40.0,844.0,1,0,0,0,0
2025-01-11T12:00:00,17.7,61.0,40.0,998.0,1,0,0,0,0
2025-01-11T13:00:00,16.9,58.0,39.0,1063.0,1,0,0,0,0
2025-01-11T14:00:00,20.5,56.0,39.0,1006.0,0,0,0,0,0
2025-01-11T15:00:00,18.3,58.0,38.0,896.0,0,0,0,0,0
2025-01-11T16:00:00,20.4,61.0,38.0,694.0,0,0,0,0,0
2025-01-11T17:00:00,20.3,61.0,37.0,553.0,0,0,0,0,0
2025-01-11T18:00:00,16.3,57.0,37.0,241.0,1,0,0,0,0
2025-01-11T19:00:00,15.8,62.0,37.0,10.0,1,0,0,0,1
2025-01-11T20:00:00,16.0,75.0,36.0,0.0,1,0,0,0,1
2025-01-11T21:00:00,13.8,79.0,36.0,0.0,1,0,0,0,1
2025-01-11T22:00:00,13.7,79.0,36.0,0.0,1,0,0,0,1
2025-01-11T23:00:00,12.9,76.0,36.0,0.0,1,0,0,0,1
2025-01-12T00:00:00,11.6,76.0,36.0,0.0,1,0,0,0,1
2025-01-12T01:00:00,9.3,78.0,36.0,0.0,1,0,0,0,1
2025-01-12T02:00:00,6.6,84.0,36.0,0.0,1,0,0,0,1
2025-01-12T03:00:00,9.5,79.0,36.0,0.0,1,0,0,0,1
2025-01-12T04:00:00,8.5,75.0,36.0,0.0,1,0,0,0,1
2025-01-12T05:00:00,6.0,83.0,36.0,0.0,1,0,0,0,1
2025-01-12T06:00:00,6.5,60.0,35.0,33.0,1,0,0,0,1
2025-01-12T07:00:00,7.3,57.0,90.0,216.0,1,0,1,0,0
2025-01-12T08:00:00,12.5,65.0,90.0,370.0,1,0,0,0,0
2025-01-12T09:00:00,14.4,65.0,89.0,715.0,1,0,0,0,0
2025-01-12T10:00:00,15.0,57.0,88.0,879.0,1,0,0,0,0
2025-01-12T11:00:00,14.3,57.0,88.0,982.0,1,0,0,0,0
2025-01-12T12:00:00,16.1,60.0,88.0,1030.0,1,0,0,0,0
2025-01-12T13:00:00,20.5,56.0,87.0,1025.0,0,0,0,0,0
2025-01-12T14:00:00,18.2,58.0,86.0,883.0,0,0,0,0,0
2025-01-12T15:00:00,17.7,61.0,86.0,918.0,1,0,0,0,0
2025-01-12T16:00:00,19.3,60.0,86.0,683.0,0,0,0,0,0
2025-01-12T17:00:00,19.8,55.0,85.0,531.0,0,0,0,0,0
2025-01-12T18:00:00,18.1,64.0,84.0,171.0,0,0,0,0,1
2025-01-12T19:00:00,15.3,57.0,84.0,-50.0,1,0,0,0,1
2025-01-12T20:00:00,14.3,84.0,84.0,0.0,1,0,0,0,1
2025-01-12T21:00:00,14.6,82.0,84.0,0.0,1,0,0,0,1
2025-01-12T22:00:00,14.0,80.0,84.0,0.0,1,0,0,0,1
2025-01-12T23:00:00,13.1,76.0,84.0,0.0,1,0,0,0,1
2025-01-13T00:00:00,8.8,79.0,84.0,0.0,1,0,0,0,1
2025-01-13T01:00:00,8.2,77.0,84.0,0.0,1,0,0,0,1
2025-01-13T02:00:00,7.3,79.0,84.0,0.0,1,0,0,0,1
2025-01-13T03:00:00,7.5,81.0,84.0,0.0,1,0,0,0,1
2025-01-13T04:00:00,5.2,82.0,84.0,0.0,1,0,0,0,1
2025-01-13T05:00:00,8.3,78.0,83.0,0.0,1,0,0,0,1
2025-01-13T06:00:00,6.4,61.0,83.0,-26.0,1,0,0,0,1
2025-01-13T07:00:00,7.1,58.0,83.0,299.0,1,0,0,0,0
2025-01-13T08:00:00,9.7,63.0,82.0,433.0,1,0,0,0,0
2025-01-13T09:00:00,13.9,64.0,82.0,685.0,1,0,0,0,0
2025-01-13T10:00:00,13.4,56.0,81.0,816.0,1,0,0,0,0
2025-01-13T11:00:00,14.5,64.0,81.0,1023.0,1,0,0,0,0
2025-01-13T12:00:00,19.1,56.0,80.0,958.0,0,0,0,0,0
2025-01-13T13:00:00,20.3,62.0,80.0,1090.0,0,0,0,0,0
2025-01-13T14:00:00,17.9,56.0,79.0,1019.0,1,0,0,0,0
2025-01-13T15:00:00,18.0,64.0,79.0,758.0,0,0,0,0,0
2025-01-13T16:00:00,21.1,59.0,78.0,641.0,0,0,0,0,0
2025-01-13T17:00:00,16.4,60.0,78.0,436.0,1,0,0,0,0
2025-01-13T18:00:00,15.7,59.0,77.0,319.0,1,0,0,0,0
2025-01-13T19:00:00,15.7,57.0,77.0,31.0,1,0,0,0,1
2025-01-13T20:00:00,16.5,77.0,77.0,0.0,1,0,0,0,1
2025-01-13T21:00:00,14.3,77.0,77.0,0.0,1,0,0,0,1
2025-01-13T22:00:00,14.2,82.0,77.0,0.0,1,0,0,0,1
2025-01-13T23:00:00,12.0,80.0,77.0,0.0,1,0,0,0,1
2025-01-14T00:00:00,8.3,83.0,77.0,0.0,1,0,0,0,1
2025-01-14T01:00:00,10.7,77.0,77.0,0.0,1,0,0,0,1
2025-01-14T02:00:00,7.6,81.0,77.0,0.0,1,0,0,0,1
2025-01-14T03:00:00,6.8,76.0,76.0,0.0,1,0,0,0,1
2025-01-14T04:00:00,6.8,82.0,76.0,0.0,1,0,0,0,1
2025-01-14T05:00:00,5.3,79.0,76.0,0.0,1,0,0,0,1
2025-01-14T06:00:00,7.8,58.0,76.0,-24.0,1,0,0,0,1
2025-01-14T07:00:00,9.7,61.0,76.0,141.0,1,0,0,0,1
2025-01-14T08:00:00,9.1,58.0,75.0,409.0,1,0,0,0,0
2025-01-14T09:00:00,14.4,58.0,75.0,664.0,1,0,0,0,0
2025-01-14T10:00:00,13.1,58.0,74.0,876.0,1,0,0,0,0
2025-01-14T11:00:00,14.6,61.0,74.0,839.0,1,0,0,0,0
2025-01-14T12:00:00,16.6,56.0,73.0,968.0,1,0,0,0,0
2025-01-14T13:00:00,16.9,64.0,73.0,1006.0,1,0,0,0,0
2025-01-14T14:00:00,20.4,59.0,72.0,946.0,0,0,0,0,0
2025-01-14T15:00:00,19.5,63.0,72.0,847.0,0,0,0,0,0
2025-01-14T16:00:00,17.8,60.0,71.0,635.0,1,0,0,0,0
2025-01-14T17:00:00,16.5,61.0,71.0,407.0,1,0,0,0,0
2025-01-14T18:00:00,15.2,62.0,70.0,333.0,1,0,0,0,0
2025-01-14T19:00:00,14.8,62.0,70.0,17.0,1,0,0,0,1
2025-01-14T20:00:00,15.7,80.0,70.0,0.0,1,0,0,0,1
2025-01-14T21:00:00,13.1,75.0,70.0,0.0,1,0,0,0,1
2025-01-14T22:00:00,13.5,80.0,70.0,0.0,1,0,0,0,1
2025-01-14T23:00:00,11.6,76.0,70.0,0.0,1,0,0,0,1
2025-01-15T00:00:00,10.2,83.0,70.0,0.0,1,0,0,0,1
2025-01-15T01:00:00,9.0,77.0,69.0,0.0,1,0,0,0,1
2025-01-15T02:00:00,7.7,84.0,69.0,0.0,1,0,0,0,1
2025-01-15T03:00:00,8.9,83.0,69.0,0.0,1,0,0,0,1
2025-01-15T04:00:00,5.7,76.0,69.0,0.0,1,0,0,0,1
2025-01-15T05:00:00,8.1,82.0,69.0,0.0,1,0,0,0,1
2025-01-15T06:00:00,8.6,60.0,69.0,98.0,1,0,0,0,1
2025-01-15T07:00:00,7.9,62.0,68.0,155.0,1,0,0,0,1
2025-01-15T08:00:00,9.4,61.0,68.0,488.0,1,0,0,0,0
2025-01-15T09:00:00,12.6,61.0,67.0,616.0,1,0,0,0,0
2025-01-15T10:00:00,13.2,59.0,67.0,860.0,1,0,0,0,0
2025-01-15T11:00:00,15.1,63.0,66.0,1011.0,1,0,0,0,0
2025-01-15T12:00:00,16.0,57.0,66.0,964.0,1,0,0,0,0
2025-01-15T13:00:00,18.0,63.0,65.0,1022.0,0,0,0,0,0
2025-01-15T14:00:00,18.5,63.0,65.0,1034.0,0,0,0,0,0
2025-01-15T15:00:00,18.4,60.0,64.0,910.0,0,0,0,0,0
2025-01-15T16:00:00,17.5,61.0,64.0,698.0,1,0,0,0,0
2025-01-15T17:00:00,19.6,59.0,63.0,482.0,0,0,0,0,0
2025-01-15T18:00:00,17.2,63.0,63.0,289.0,1,0,0,0,0
